,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type,Current_Price,200_Moving_Average
319,PETV,Martin James Rudolph,Director,"Jul 13, 2020",$0.90,3000,2700,166535,"Jul 16, 2020, 11:31 AM",buy,0.7900000214576721,0.4580629526078701
320,RZLT,"HANDOK, INC.",10% Owner,"Jul 15, 2020",$0.16,250000,39350,92277587,"Jul 16, 2020, 11:31 AM",buy,0.3199999928474426,0.11643000010401011
321,LCRDX,Christina & Robert Dow Foundation,10% Owner,"Jul 14, 2020",$8.94,2460850,21999998,5548456,"Jul 16, 2020, 11:29 AM",buy,9.050000190734863,9.051654702467884
322,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 15, 2020",$596.73,172,102638,282295,"Jul 16, 2020, 11:18 AM",buy,560.02001953125,618.8715007019043
323,YORW,Hardman Mark J,VP- Technology,"Jul 15, 2020",$44.56,2,89,407,"Jul 16, 2020, 08:31 AM",buy,48.459999084472656,44.544150028228756
324,YORW,Waters Ernest J,Director,"Jul 15, 2020",$44.56,4,178,2181,"Jul 16, 2020, 08:19 AM",buy,48.459999084472656,44.544150028228756
325,YORW,HINES JEFFREY R,Director,"Jul 15, 2020",$44.56,230,10248,57019,"Jul 16, 2020, 08:10 AM",buy,48.459999084472656,44.544150028228756
326,YORW,HINES JEFFREY R,Director,"Jul 15, 2020",$44.56,52,2317,12952,"Jul 16, 2020, 08:10 AM",buy,48.459999084472656,44.544150028228756
327,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 15, 2020",$3.34,781,2612,1353117,"Jul 15, 2020, 08:48 PM",buy,3.190000057220459,2.837149996161461
328,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 14, 2020",$3.26,1505,4904,1352336,"Jul 15, 2020, 08:48 PM",buy,3.190000057220459,2.837149996161461
329,BTN,"Fundamental Global Investors, LLC",Director,"Jul 14, 2020",$1.40,700,982,138456,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
330,BTN,"Fundamental Global Investors, LLC",Director,"Jul 14, 2020",$1.40,1300,1825,1943716,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
331,BTN,"Fundamental Global Investors, LLC",Director,"Jul 15, 2020",$1.43,1505,2156,139961,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
332,BTN,"Fundamental Global Investors, LLC",Director,"Jul 13, 2020",$1.40,2118,2971,137756,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
333,BTN,"Fundamental Global Investors, LLC",Director,"Jul 15, 2020",$1.43,2795,4004,1946511,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
334,BTN,"Fundamental Global Investors, LLC",Director,"Jul 13, 2020",$1.40,3932,5515,1942416,"Jul 15, 2020, 08:47 PM",buy,1.6100000143051147,2.327349994182587
335,DSNY,Graber Mark A,10% Owner,"Jul 14, 2020",$0.62,6100,3782,1268127,"Jul 15, 2020, 07:11 PM",buy,0.6100000143051147,0.8133792972564697
336,DSNY,Graber Mark A,10% Owner,"Jul 15, 2020",$0.63,11949,7528,1280076,"Jul 15, 2020, 07:11 PM",buy,0.6100000143051147,0.8133792972564697
337,CHMA,KANNAN RAJ,Chief Executive Officer,"Jul 14, 2020",$4.20,10000,42000,17095,"Jul 15, 2020, 06:57 PM",buy,4.429999828338623,5.015625005960464
338,RFI,Junkans Dean,Director,"Jul 15, 2020",$12.24,1000,12240,5000,"Jul 15, 2020, 06:34 PM",buy,12.100000381469727,13.261399993896484
339,AZZ,Lavelle Ken,President & GM - Electrical,"Jul 15, 2020",$30.83,5500,169565,10290,"Jul 15, 2020, 06:23 PM",buy,31.31999969482422,35.99060008049011
340,IDRA,Pillar Invest Corp,10% Owner,"Jul 13, 2020",$1.72,749993,1289988,5427697,"Jul 15, 2020, 06:16 PM",buy,2.4200000762939453,1.8597999995946883
341,XELB,DiSanto Mark,Director,"Jul 14, 2020",$0.78,5000,3900,980496,"Jul 15, 2020, 06:14 PM",buy,0.8599990010261536,1.1711184965074062
342,XELB,DiSanto Mark,Director,"Jul 13, 2020",$0.78,5249,4094,975496,"Jul 15, 2020, 06:14 PM",buy,0.8599990010261536,1.1711184965074062
343,CNBKA,Filler James J,10% Owner,"Jul 15, 2020",$78.53,583,45780,826505,"Jul 15, 2020, 05:50 PM",buy,74.97000122070312,78.15489994049072
344,CNBKA,Filler James J,10% Owner,"Jul 09, 2020",$69.86,1293,90329,824709,"Jul 15, 2020, 05:50 PM",buy,74.97000122070312,78.15489994049072
345,CNBKA,Filler James J,10% Owner,"Jul 14, 2020",$72.50,4,290,825922,"Jul 15, 2020, 05:50 PM",buy,74.97000122070312,78.15489994049072
346,CNBKA,Filler James J,10% Owner,"Jul 13, 2020",$72.57,1009,73223,825918,"Jul 15, 2020, 05:50 PM",buy,74.97000122070312,78.15489994049072
347,CNBKA,Filler James J,10% Owner,"Jul 10, 2020",$72.25,200,14450,824909,"Jul 15, 2020, 05:50 PM",buy,74.97000122070312,78.15489994049072
348,CCEL,Portnoy Mark L.,Co-Chief Executive Officer,"Jul 13, 2020",$7.51,200,1502,36,"Jul 15, 2020, 05:34 PM",buy,8.399999618530273,7.291700022220612
349,VOLT,GOODMAN BRUCE G,Director,"Jul 14, 2020",$1.24,5000,6200,117778,"Jul 15, 2020, 05:16 PM",buy,1.4600000381469727,1.8150999957323075
350,TSE,M&G INVESTMENT MANAGEMENT LTD,10% Owner,"Jul 13, 2020",$21.81,310510,6772223,7804044,"Jul 15, 2020, 05:11 PM",buy,23.979999542236328,28.416399989128113
351,PSTX,Murphy Sean,Director,"Jul 14, 2020",$16.00,10000,160000,10000,"Jul 15, 2020, 05:00 PM",buy,15.4399995803833,15.05363637750799
352,PSTX,Hirsch David,Director,"Jul 14, 2020",$16.00,250000,4000000,2714245,"Jul 15, 2020, 05:00 PM",buy,15.4399995803833,15.05363637750799
353,PSTX,Lloyd Marcea Bland,Director,"Jul 14, 2020",$16.00,10000,160000,10000,"Jul 15, 2020, 05:00 PM",buy,15.4399995803833,15.05363637750799
354,IMBI,Friedman Michael,Director,"Apr 17, 2020",$2.06,653348,1347988,912949,"Jul 15, 2020, 04:57 PM",buy,3.700000047683716,126.88169999718666
355,NMGX,BERMAN RONALD J,Director,"Oct 22, 2019",$0.55,1000,550,667666,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
356,NMGX,BERMAN RONALD J,Director,"Dec 12, 2019",$0.60,1000,600,673417,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
357,NMGX,BERMAN RONALD J,Director,"Feb 28, 2018",$1.10,100,110,666260,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
358,NMGX,BERMAN RONALD J,Director,"Nov 15, 2019",$0.60,1,1,668767,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
359,NMGX,BERMAN RONALD J,Director,"Jan 06, 2020",$0.65,1000,650,676617,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
360,NMGX,BERMAN RONALD J,Director,"Jul 19, 2018",$0.80,200,160,666666,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
361,NMGX,BERMAN RONALD J,Director,"Dec 10, 2019",$0.64,2500,1600,672417,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
362,NMGX,BERMAN RONALD J,Director,"Apr 08, 2020",$1.20,1100,1320,678817,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
363,NMGX,BERMAN RONALD J,Director,"Feb 22, 2018",$1.28,200,256,666160,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
364,NMGX,BERMAN RONALD J,Director,"Nov 07, 2019",$0.58,100,58,668766,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
365,NMGX,BERMAN RONALD J,Director,"Jan 02, 2020",$0.55,1000,550,675617,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
366,NMGX,BERMAN RONALD J,Director,"May 31, 2018",$0.81,6,5,666466,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
367,NMGX,BERMAN RONALD J,Director,"Dec 03, 2019",$0.70,1100,770,669917,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
368,NMGX,BERMAN RONALD J,Director,"Mar 03, 2020",$1.70,100,170,677717,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
369,NMGX,BERMAN RONALD J,Director,"Nov 06, 2019",$0.57,1000,570,668666,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
370,NMGX,BERMAN RONALD J,Director,"Dec 27, 2019",$0.65,1200,780,674617,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
371,NMGX,BERMAN RONALD J,Director,"Apr 06, 2018",$1.20,200,240,666460,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
372,NMGX,BERMAN RONALD J,Director,"Nov 22, 2019",$0.58,50,29,668817,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
373,NMGX,BERMAN RONALD J,Director,"Jan 22, 2020",$0.65,1000,650,677617,"Jul 15, 2020, 04:56 PM",buy,1.0,1.0657615896487078
374,IMBI,Lalo Eyal,Director,"Apr 17, 2020",$2.04,693370,1416208,1093370,"Jul 15, 2020, 04:56 PM",buy,3.700000047683716,126.88169999718666
375,AZZ,FERGUSON THOMAS E,President and CEO,"Jul 14, 2020",$28.94,10000,289376,109794,"Jul 15, 2020, 04:53 PM",buy,31.31999969482422,35.99060008049011
376,YORW,NEWCOMER ROBERT P,Director,"Jul 15, 2020",$44.56,24,1069,5925,"Jul 15, 2020, 04:52 PM",buy,48.459999084472656,44.544150028228756
377,YORW,GANG MICHAEL W,Director,"Jul 15, 2020",$44.56,45,2005,12084,"Jul 15, 2020, 04:52 PM",buy,48.459999084472656,44.544150028228756
378,YORW,Keller Jody L,Director,"Jul 15, 2020",$44.56,10,446,2497,"Jul 15, 2020, 04:52 PM",buy,48.459999084472656,44.544150028228756
379,YORW,Cawley James H,Director,"Jul 15, 2020",$44.59,1,45,562,"Jul 15, 2020, 04:51 PM",buy,48.459999084472656,44.544150028228756
380,JEF,FRIEDMAN BRIAN P,President,"Jul 13, 2020",$16.27,5000,81350,9052053,"Jul 15, 2020, 04:51 PM",buy,16.81999969482422,17.792099990844726
381,SREV,"Edenbrook Capital, LLC",10% Owner,"Jul 15, 2020",$1.47,3500,5141,10874910,"Jul 15, 2020, 04:51 PM",buy,1.5700000524520874,1.4197000005841256
382,SREV,"Edenbrook Capital, LLC",10% Owner,"Jul 14, 2020",$1.45,53074,77079,10871410,"Jul 15, 2020, 04:51 PM",buy,1.5700000524520874,1.4197000005841256
383,YORW,McGlaughlin Erin C,Director,"Jul 15, 2020",$44.56,5,223,1258,"Jul 15, 2020, 04:51 PM",buy,48.459999084472656,44.544150028228756
384,YORW,Rasmussen Steven R,Director,"Jul 15, 2020",$44.56,9,401,2313,"Jul 15, 2020, 04:50 PM",buy,48.459999084472656,44.544150028228756
385,PRSP,Nolan Philip O,Director,"Jul 13, 2020",$21.97,4585,100732,54557,"Jul 15, 2020, 04:43 PM",buy,21.600000381469727,23.96785002708435
386,WRK,Nevels James E,Director,"Jul 14, 2020",$28.15,100,2815,1000,"Jul 15, 2020, 01:59 PM",buy,30.209999084472656,34.01024995803833
387,RZLT,"HANDOK, INC.",10% Owner,"Jul 14, 2020",$0.16,84000,13205,92027587,"Jul 15, 2020, 11:54 AM",buy,0.3199999928474426,0.11643000010401011
388,RCG,STAHL MURRAY,President and CEO,"Jul 14, 2020",$1.27,25,32,5634,"Jul 15, 2020, 11:35 AM",buy,1.2649999856948853,1.4298750007152556
389,RCG,STAHL MURRAY,President and CEO,"Jul 14, 2020",$1.26,100,126,5834,"Jul 15, 2020, 11:35 AM",buy,1.2649999856948853,1.4298750007152556
390,RCG,STAHL MURRAY,President and CEO,"Jul 14, 2020",$1.26,100,126,5734,"Jul 15, 2020, 11:35 AM",buy,1.2649999856948853,1.4298750007152556
391,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 14, 2020",$585.18,172,100651,282123,"Jul 15, 2020, 11:14 AM",buy,560.02001953125,618.8715007019043
392,BNED,LEVENICK ZACHARY,See Explanation of Responses,"Jul 14, 2020",$1.85,25000,46323,127000,"Jul 15, 2020, 09:00 AM",buy,2.109999895095825,2.8960500037670136
393,RZLT,"HANDOK, INC.",10% Owner,"Jul 07, 2020",$0.11,45100,4745,91646033,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
394,RZLT,"HANDOK, INC.",10% Owner,"Jul 10, 2020",$0.13,18550,2411,91843587,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
395,RZLT,"HANDOK, INC.",10% Owner,"Jul 06, 2020",$0.10,300000,30360,91600933,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
396,RZLT,"HANDOK, INC.",10% Owner,"Jul 09, 2020",$0.13,133804,17341,91825037,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
397,RZLT,"HANDOK, INC.",10% Owner,"Jul 08, 2020",$0.12,45200,5460,91691233,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
398,RZLT,"HANDOK, INC.",10% Owner,"Jul 13, 2020",$0.15,100000,15290,91943587,"Jul 14, 2020, 09:56 PM",buy,0.3199999928474426,0.11643000010401011
399,HROW,Opaleye Management Inc.,10% Owner,"Jul 11, 2020",$4.96,46800,231922,2808100,"Jul 14, 2020, 09:45 PM",buy,5.599999904632568,5.529399987459183
400,HROW,Opaleye Management Inc.,10% Owner,"Jul 10, 2020",$4.98,45000,223965,2761300,"Jul 14, 2020, 09:45 PM",buy,5.599999904632568,5.529399987459183
401,HROW,Opaleye Management Inc.,10% Owner,"Jul 12, 2020",$4.98,1900,9462,131900,"Jul 14, 2020, 09:45 PM",buy,5.599999904632568,5.529399987459183
402,HROW,Opaleye Management Inc.,10% Owner,"Jul 12, 2020",$4.99,19000,94783,2827100,"Jul 14, 2020, 09:45 PM",buy,5.599999904632568,5.529399987459183
403,ETNB,"Longitude Capital Partners III, LLC",10% Owner,"Jul 10, 2020",$27.50,109090,2999975,2600877,"Jul 14, 2020, 08:11 PM",buy,31.670000076293945,27.437344675010205
404,STX,Teh Ban Seng,"SVP, Sales","Jul 23, 2020",$50.00,498,24900,10829,"Jul 24, 2020, 08:33 PM",sell,48.040000915527344,53.23430004119873
405,PATK,Cleveland Todd M,Executive Board Chairman,"Jul 22, 2020",$66.73,10000,667336,295500,"Jul 24, 2020, 08:25 PM",sell,63.68000030517578,48.666350011825564
406,PATK,Rodino Jeff,EVP Sales & CSO,"Jul 23, 2020",$67.50,2414,162945,109902,"Jul 24, 2020, 08:24 PM",sell,63.68000030517578,48.666350011825564
407,HOFV,Klein Michael Stuart,Director,"Jul 22, 2020",$12.18,90287,1099696,419382,"Jul 24, 2020, 08:22 PM",sell,5.440000057220459,8.549375116825104
408,BLK,Kushel J. Richard,Senior Managing Director,"Jul 24, 2020",$574.39,2182,1253328,53591,"Jul 24, 2020, 08:11 PM",sell,570.6199951171875,498.8849510192871
409,BLK,Kushel J. Richard,Senior Managing Director,"Jul 24, 2020",$575.30,2000,1150593,58265,"Jul 24, 2020, 08:11 PM",sell,570.6199951171875,498.8849510192871
410,CCXI,Vifor (International) Ltd,10% Owner,"Jul 22, 2020",$55.58,72469,4027868,9578280,"Jul 24, 2020, 07:53 PM",sell,52.20000076293945,40.570750064849854
411,CCXI,Vifor (International) Ltd,10% Owner,"Jul 24, 2020",$52.54,26050,1368737,9504595,"Jul 24, 2020, 07:53 PM",sell,52.20000076293945,40.570750064849854
412,CCXI,Vifor (International) Ltd,10% Owner,"Jul 23, 2020",$54.15,34555,1871297,9532691,"Jul 24, 2020, 07:53 PM",sell,52.20000076293945,40.570750064849854
413,RUN,Jurich Lynn Michelle,Chief Executive Officer,"Jul 22, 2020",$40.20,100000,4019760,3035640,"Jul 24, 2020, 07:10 PM",sell,40.9900016784668,16.93095000743866
414,ARES,deVeer R. Kipp,Head of Credit Group,"Jul 24, 2020",$38.87,94038,3655671,946579,"Jul 24, 2020, 07:04 PM",sell,39.040000915527344,34.49875002861023
415,ARES,deVeer R. Kipp,Head of Credit Group,"Jul 23, 2020",$41.09,8346,342937,1033704,"Jul 24, 2020, 07:04 PM",sell,39.040000915527344,34.49875002861023
416,MACK,CROCKER GARY L,See Remarks,"Jul 22, 2020",$3.09,75546,233562,0,"Jul 24, 2020, 07:03 PM",sell,3.200000047683716,3.4068500006198885
417,MACK,CROCKER GARY L,See Remarks,"Jul 22, 2020",$3.08,117963,362903,0,"Jul 24, 2020, 07:03 PM",sell,3.200000047683716,3.4068500006198885
418,SMAR,Barker Geoffrey T,Director,"Jul 23, 2020",$47.43,15000,711479,669561,"Jul 24, 2020, 07:02 PM",sell,46.849998474121094,46.36650001525879
419,SMAR,Barker Geoffrey T,Director,"Jul 22, 2020",$48.03,15000,720522,681099,"Jul 24, 2020, 07:02 PM",sell,46.849998474121094,46.36650001525879
420,RPAY,Alias Shaler,President,"Jul 23, 2020",$23.10,256042,5914570,0,"Jul 24, 2020, 07:00 PM",sell,22.530000686645508,17.596000022888184
421,RPAY,Alias Shaler,President,"Jul 22, 2020",$23.70,27778,658339,0,"Jul 24, 2020, 07:00 PM",sell,22.530000686645508,17.596000022888184
422,TRU,MAULDIN RICHARD DANE,EVP - Operations,"Jul 22, 2020",$90.00,1500,135000,19476,"Jul 24, 2020, 06:55 PM",sell,89.7300033569336,83.56124980926514
423,FDP,ABU-GHAZALEH MOHAMMAD,Chairman and CEO,"Jul 23, 2020",$24.02,1000,24022,7149565,"Jul 24, 2020, 06:15 PM",sell,23.329999923706055,29.364499979019165
424,NTRA,Brophy Michael Burkes,Chief Financial Officer,"Jul 22, 2020",$49.03,1626,79723,44145,"Jul 24, 2020, 06:10 PM",sell,46.52000045776367,37.859800062179566
425,CAG,Batcheler Colleen,EVP Gen Counsel & Corp Secty,"Jul 22, 2020",$36.29,6629,240566,169873,"Jul 24, 2020, 06:00 PM",sell,36.61000061035156,31.332699937820436
426,DEA,Trimble William C.,President & CEO,"Jul 22, 2020",$23.52,15000,352800,94014,"Jul 24, 2020, 05:34 PM",sell,22.979999542236328,23.945350027084352
427,MCC,Fortress Investment Group LLC,10% Owner,"Jul 23, 2020",$0.71,25900,18389,6012830,"Jul 24, 2020, 05:30 PM",sell,0.694100022315979,1.414570504128933
428,MCC,Fortress Investment Group LLC,10% Owner,"Jul 22, 2020",$0.69,47400,32706,6038730,"Jul 24, 2020, 05:30 PM",sell,0.694100022315979,1.414570504128933
429,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jul 23, 2020",$77.97,1500,116951,1652646,"Jul 24, 2020, 05:30 PM",sell,76.33999633789062,72.42420007705688
430,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jul 22, 2020",$77.99,1500,116990,1654146,"Jul 24, 2020, 05:30 PM",sell,76.33999633789062,72.42420007705688
431,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jul 24, 2020",$76.75,1500,115123,1651146,"Jul 24, 2020, 05:30 PM",sell,76.33999633789062,72.42420007705688
432,CACC,FOSS DONALD A,10% Owner,"Jul 22, 2020",$451.45,6175,2787719,1753229,"Jul 24, 2020, 05:19 PM",sell,455.30999755859375,399.38225036621094
433,CHWY,Marte Mario Jesus,Chief Financial Officer,"Jul 22, 2020",$48.62,32037,1557533,161148,"Jul 24, 2020, 05:16 PM",sell,45.959999084472656,34.37050006866455
434,DDOG,OBSTLER DAVID M,Chief Financial Officer,"Jul 20, 2020",$91.65,205000,18787647,515994,"Jul 24, 2020, 05:14 PM",sell,84.83999633789062,50.078725032806396
435,CHWY,Bowman Stacy,Principal Accounting Officer,"Jul 22, 2020",$48.90,5600,273840,148320,"Jul 24, 2020, 05:12 PM",sell,45.959999084472656,34.37050006866455
436,KNX,Harrington Timothy Sean,Exec Vice Pres Sales,"Jul 23, 2020",$45.13,2690,121400,1199,"Jul 24, 2020, 05:10 PM",sell,45.11000061035156,37.407350082397464
437,PSMT,HILDEBRANDT JOHN D,EVP-Operations,"Jul 22, 2020",$66.20,1347,89166,14352,"Jul 24, 2020, 05:09 PM",sell,66.52999877929688,62.59739971160889
438,IQV,BOUSBIB ARI,See Remarks,"Jul 22, 2020",$160.00,46080,7372800,652035,"Jul 24, 2020, 05:09 PM",sell,157.8800048828125,142.0133501434326
439,HOOK,SOFINNOVA CAPITAL VI FCPR,10% Owner,"Jun 29, 2020",$11.78,3280,38628,3960574,"Jul 24, 2020, 05:07 PM",sell,10.949999809265137,9.89092500925064
440,KNX,KNIGHT GARY J,Vice Chairman,"Jul 23, 2020",$45.91,50000,2295555,2808976,"Jul 24, 2020, 05:07 PM",sell,45.11000061035156,37.407350082397464
441,Z AND ZG,Wacksman Jeremy,"President, Zillow","Jul 23, 2020",$69.08,87400,6037303,30765,"Jul 24, 2020, 05:06 PM",sell,n/a,n/a
442,AKTS,McMahon Jeffrey,Director,"Jul 22, 2020",$8.04,20000,160800,514338,"Jul 24, 2020, 05:05 PM",sell,7.949999809265137,7.569874970912934
443,KNX,KNIGHT KEVIN P,Executive Chairman,"Jul 22, 2020",$47.00,50000,2350000,2037215,"Jul 24, 2020, 05:02 PM",sell,45.11000061035156,37.407350082397464
444,KNX,KNIGHT KEVIN P,Executive Chairman,"Jul 23, 2020",$46.06,100000,4605670,1937215,"Jul 24, 2020, 05:02 PM",sell,45.11000061035156,37.407350082397464
445,RMNI,Winslow Daniel B.,"EVP, CLO & Corp. Sec.","Jul 24, 2020",$5.27,5000,26336,21197,"Jul 24, 2020, 05:01 PM",sell,5.519999980926514,4.309025013446808
446,RMNI,Winslow Daniel B.,"EVP, CLO & Corp. Sec.","Jul 22, 2020",$5.23,5000,26126,26197,"Jul 24, 2020, 05:01 PM",sell,5.519999980926514,4.309025013446808
447,GFN,Wilson Christopher A,"General Counsel, VP, Secretary","Jul 24, 2020",$5.97,28500,170034,138352,"Jul 24, 2020, 05:00 PM",sell,6.090000152587891,8.138649997711182
448,CSX,ZILLMER JOHN J,Director,"Jul 24, 2020",$72.13,20500,1478665,152539,"Jul 24, 2020, 05:00 PM",sell,71.33999633789062,69.2910998916626
449,WORK,Henderson Cal,Chief Technology Officer,"Jul 23, 2020",$30.93,1500,46402,140235,"Jul 24, 2020, 04:58 PM",sell,29.719999313354492,26.052349977493286
450,WORK,Henderson Cal,Chief Technology Officer,"Jul 22, 2020",$31.58,1500,47369,141689,"Jul 24, 2020, 04:58 PM",sell,29.719999313354492,26.052349977493286
451,PGNY,Payson Norman,Director,"Jul 22, 2020",$25.69,16500,423885,728000,"Jul 24, 2020, 04:54 PM",sell,26.84000015258789,24.984148842223146
452,PGNY,Payson Norman,Director,"Jul 23, 2020",$26.56,16500,438320,726231,"Jul 24, 2020, 04:54 PM",sell,26.84000015258789,24.984148842223146
453,ICE,Sprecher Jeffrey C,Chief Executive Officer,"Jul 22, 2020",$95.54,100000,9553824,3335173,"Jul 24, 2020, 04:53 PM",sell,96.31999969482422,91.79804996490479
454,MA,BANGA AJAY,Chief Executive Officer,"Jul 23, 2020",$315.89,61067,19290279,347054,"Jul 24, 2020, 04:52 PM",sell,306.9200134277344,288.84845092773435
455,ICE,Forneri Jean Marc,Director,"Jul 22, 2020",$96.01,3000,288027,18811,"Jul 24, 2020, 04:52 PM",sell,96.31999969482422,91.79804996490479
456,MRNA,Bancel Stephane,Chief Executive Officer,"Jul 23, 2020",$82.22,10000,822200,7834880,"Jul 24, 2020, 04:43 PM",sell,73.20999908447266,35.747274928092956
457,MRNA,Bancel Stephane,Chief Executive Officer,"Jul 22, 2020",$79.61,9000,716490,6694858,"Jul 24, 2020, 04:43 PM",sell,73.20999908447266,35.747274928092956
458,QURE,Kapusta Matthew C,"CEO, CFO, Managing Director","Jul 22, 2020",$42.31,5626,238025,298525,"Jul 24, 2020, 04:41 PM",sell,39.459999084472656,56.535950145721436
459,BBY,Alexander Whitney L,Chief Strategy Officer,"Jul 23, 2020",$98.42,9000,885745,40431,"Jul 24, 2020, 04:41 PM",sell,96.98999786376953,78.51815017700196
460,SFBS,FOSHEE WILLIAM M,"CFO, EVP","Jul 23, 2020",$37.49,6700,251183,319130,"Jul 24, 2020, 04:38 PM",sell,37.220001220703125,34.663699884414676
461,ONTO,ROTH STEVEN R,Senior Vice President & CFO,"Jul 23, 2020",$37.00,10000,370000,56984,"Jul 24, 2020, 04:36 PM",sell,34.56999969482422,33.71048131728555
462,PGNY,"TPG Group Holdings (SBS) Advisors, Inc.",10% Owner,"Jul 22, 2020",$25.72,22380,575607,18860118,"Jul 24, 2020, 04:35 PM",sell,26.84000015258789,24.984148842223146
463,WTRG,FOX RICHARD SCOTT,Chief Operating Officer,"Jul 22, 2020",$45.00,1000,45000,26734,"Jul 24, 2020, 04:33 PM",sell,45.70000076293945,44.728449974060055
464,QTWO,Seale R. H.,Director,"Jul 23, 2020",$95.00,150,14250,3805,"Jul 24, 2020, 04:31 PM",sell,92.37000274658203,78.32445030212402
465,QTWO,Seale R. H.,Director,"Jul 23, 2020",$95.00,149,14155,3804,"Jul 24, 2020, 04:31 PM",sell,92.37000274658203,78.32445030212402
466,PODD,Benjamin Eric,"SVP, Innovation and Strategy","Jul 23, 2020",$210.00,14912,3131520,8704,"Jul 24, 2020, 04:24 PM",sell,196.69000244140625,182.60479942321777
467,MSI,MOLLOY JOHN P,"EVP, Products & Sales","Jul 23, 2020",$145.00,3930,569850,34254,"Jul 24, 2020, 04:21 PM",sell,141.72999572753906,155.7661502838135
468,OPCH,SULLIVAN TIMOTHY P,Director,"Jul 24, 2020",$12.50,8000000,100000000,134613748,"Jul 24, 2020, 04:16 PM",sell,11.869999885559082,13.777649993896484
469,OPCH,BETTEN ELIZABETH QUADROS,Director,"Jul 24, 2020",$12.50,8000000,100000000,134613748,"Jul 24, 2020, 04:15 PM",sell,11.869999885559082,13.777649993896484
470,ZNGA,Bromberg Matthew S,Chief Operating Officer,"Jul 22, 2020",$9.82,12000,117840,860704,"Jul 24, 2020, 04:14 PM",sell,9.550000190734863,7.2553499937057495
471,OPCH,MADISON DEARBORN PARTNERS LLC,Director,"Jul 24, 2020",$12.50,8000000,100000000,134613748,"Jul 24, 2020, 04:14 PM",sell,11.869999885559082,13.777649993896484
472,CARG,Steinert Langley,CEO and Chairman,"Jul 23, 2020",$25.01,24011,600515,751196,"Jul 24, 2020, 04:13 PM",sell,25.18000030517578,28.784199991226195
473,CARG,Steinert Langley,CEO and Chairman,"Jul 22, 2020",$24.65,987,24330,168792,"Jul 24, 2020, 04:13 PM",sell,25.18000030517578,28.784199991226195
474,CARG,Steinert Langley,CEO and Chairman,"Jul 22, 2020",$24.65,12006,295948,775207,"Jul 24, 2020, 04:13 PM",sell,25.18000030517578,28.784199991226195
475,CARG,Steinert Langley,CEO and Chairman,"Jul 23, 2020",$25.01,1974,49370,166818,"Jul 24, 2020, 04:13 PM",sell,25.18000030517578,28.784199991226195
476,BIG,Bachmann Lisa M,Executive Vice President,"Jul 22, 2020",$42.36,19352,819751,111034,"Jul 24, 2020, 04:10 PM",sell,42.459999084472656,26.06924999713898
477,AAOI,Yeh Shu-Hua (Joshua),*** See Remarks,"Jul 22, 2020",$15.01,2000,30018,149841,"Jul 24, 2020, 04:05 PM",sell,13.619999885559082,10.268699970245361
